,ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,numberofkids,Age,AgeCategory
179,6935,1951,2n Cycle,married,78497,01-12-2013,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,0,62,Elder
180,7698,1976,PhD,married,51650,11-05-2014,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,1,38,Adult
181,3559,1988,2n Cycle,married,16248,10-05-2014,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,1,26,Adult
182,10562,1946,Master,married,66835,28-09-2013,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,0,67,Elder
183,10796,1984,Master,married,30477,22-01-2014,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,1,30,Adult
184,2563,1961,Basic,married,28249,15-06-2014,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,0,53,Elder
185,3518,1983,Graduation,married,25271,05-12-2012,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,1,29,Adult
186,5823,1970,PhD,unmarried,32303,08-03-2014,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,1,44,Adult
187,3934,1966,Graduation,married,61286,02-08-2013,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,1,47,Adult
188,6982,1976,Graduation,married,74068,19-03-2013,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,0,37,Adult
189,6431,1964,PhD,married,45759,23-02-2013,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,49,Adult
190,9733,1978,Basic,married,24882,09-09-2012,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,1,34,Adult
191,5602,1989,PhD,married,66973,17-05-2013,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,0,24,Adult
192,7829,1900,2n Cycle,divorced,36640,26-09-2013,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,3,11,0,1,113,Elder
193,1324,1988,Graduation,married,38872,30-05-2013,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,1,25,Adult
194,326,1973,Graduation,married,51148,18-02-2013,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,2,40,Adult
195,7224,1977,Graduation,married,31353,29-12-2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2,36,Adult
196,6999,1980,Master,married,69661,13-05-2014,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,0,34,Adult
197,9938,1954,Graduation,married,80067,19-09-2013,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0,0,59,Elder
198,6422,1954,Graduation,married,86718,17-01-2013,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0,0,59,Elder
199,3182,1973,PhD,unmarried,46854,31-03-2014,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,2,41,Adult
200,7300,1952,Graduation,divorced,69142,29-06-2014,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,1,62,Elder
201,10424,1968,Graduation,unmarried,75922,09-12-2013,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,0,45,Adult
202,8727,1978,Graduation,divorced,63693,14-10-2013,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,1,35,Adult
203,2798,1977,PhD,married,102160,02-11-2012,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,0,35,Adult
204,1030,1965,PhD,unmarried,40637,17-07-2013,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,48,Adult
205,624,1984,Master,unmarried,18890,10-11-2012,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,0,28,Adult
206,5176,1988,Graduation,married,29604,08-12-2013,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,1,25,Adult
207,5552,1963,Master,divorced,48721,13-05-2013,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,2,50,Elder
208,868,1966,Graduation,married,44794,08-06-2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1,48,Adult
209,380,1954,Graduation,divorced,64497,10-09-2012,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,1,58,Elder
210,2677,1956,Graduation,married,46097,31-03-2013,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,1,57,Elder
211,6521,1954,Graduation,married,77972,18-03-2014,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,0,60,Elder
212,6927,1968,PhD,married,44377,05-10-2012,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,2,44,Adult
213,2877,1974,Master,married,46014,21-01-2013,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,2,39,Adult
214,0,1985,Graduation,married,70951,04-05-2013,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0,28,Adult
215,1584,1977,Graduation,married,41443,01-04-2014,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,1,37,Adult
216,7264,1978,2n Cycle,unmarried,52195,12-05-2014,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,3,36,Adult
217,6274,1948,Master,married,83790,15-11-2013,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,0,65,Elder
218,1377,1954,Master,unmarried,44551,31-08-2013,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,1,59,Elder
219,454,1980,Graduation,married,69508,14-11-2012,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,1,32,Adult
220,1755,1988,2n Cycle,married,45204,11-04-2014,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,1,26,Adult
221,2075,1969,Graduation,married,72460,14-11-2013,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,0,44,Adult
222,4785,1970,PhD,married,77622,14-04-2014,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,2,44,Adult
223,9076,1980,PhD,married,30732,05-01-2013,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,1,33,Adult
224,7079,1962,Graduation,divorced,63887,08-09-2012,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,1,50,Elder
225,4653,1978,Graduation,married,42011,26-03-2013,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,1,35,Adult
226,7375,1976,Graduation,married,51369,25-10-2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,1,36,Adult
227,709,1952,Graduation,divorced,51537,09-12-2012,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,1,60,Elder
228,460,1972,PhD,married,79930,08-08-2012,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,0,40,Adult
229,3726,1986,PhD,married,34320,16-02-2014,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,28,Adult
230,6798,1966,Graduation,unmarried,37070,20-03-2013,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,2,47,Adult
231,5341,1962,2n Cycle,divorced,81975,05-01-2013,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,1,51,Elder
232,1606,1971,Graduation,married,38590,15-05-2013,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,42,Adult
233,9617,1951,Graduation,unmarried,15033,16-04-2014,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,0,63,Elder
234,3233,1965,PhD,married,62745,23-03-2013,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,1,48,Adult
235,89,1975,2n Cycle,married,22212,09-12-2013,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,1,38,Adult
236,2936,1982,Master,married,23661,04-12-2013,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,31,Adult
237,9449,1958,PhD,unmarried,79761,04-10-2013,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,1,55,Elder
238,7297,1973,Graduation,unmarried,7500,26-12-2013,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,1,40,Adult
239,11004,1893,2n Cycle,unmarried,60182,17-05-2014,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,3,11,0,1,121,Elder
240,313,1968,Graduation,unmarried,73455,28-10-2013,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0,0,45,Adult
241,9940,1958,Graduation,married,64961,23-12-2012,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,1,54,Elder
242,10735,1971,Graduation,unmarried,22804,31-07-2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,1,42,Adult
243,9529,1990,Graduation,married,73687,28-11-2013,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,0,23,Adult
244,6439,1958,Graduation,married,61074,17-08-2012,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,1,54,Elder
245,7411,1964,PhD,married,31686,05-06-2014,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,2,50,Elder
246,2176,1972,Graduation,married,80134,20-05-2013,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,1,41,Adult
247,9265,1953,Graduation,married,75027,09-01-2013,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,1,60,Elder
248,8867,1988,PhD,married,67546,31-08-2012,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,0,24,Adult
249,8932,1969,Master,married,65176,29-10-2012,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,1,43,Adult
250,10236,1975,Master,unmarried,31160,16-09-2013,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,38,Adult
251,6340,1985,Graduation,unmarried,29938,27-10-2013,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,1,28,Adult
252,10089,1974,Graduation,divorced,102692,05-04-2013,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,0,39,Adult
253,2227,1958,2n Cycle,married,26490,22-09-2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,0,54,Elder
254,10992,1967,Graduation,married,75702,29-08-2012,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,2,45,Adult
255,5304,1974,PhD,unmarried,30899,13-10-2012,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,1,38,Adult
256,309,1961,PhD,married,63342,16-10-2012,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,1,51,Elder
257,3406,1964,Graduation,unmarried,45989,22-10-2012,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,1,48,Adult
258,2661,1964,Graduation,unmarried,18701,04-06-2013,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,2,49,Adult
259,3153,1957,PhD,unmarried,40737,08-12-2013,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,3,56,Elder
260,10264,1979,Graduation,divorced,15287,10-10-2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,1,33,Adult
261,1184,1968,PhD,divorced,69674,22-05-2013,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,2,45,Adult
262,4200,1970,Master,married,44159,17-06-2014,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,1,44,Adult
263,9396,1978,PhD,married,37717,23-11-2012,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,1,34,Adult
264,2387,1952,Master,married,43776,03-02-2013,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,2,61,Elder
265,6690,1966,Master,married,38179,14-03-2013,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,2,47,Adult
266,1225,1963,Graduation,married,80124,26-06-2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,0,51,Elder
267,9703,1970,PhD,married,38097,15-10-2012,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,2,42,Adult
268,291,1970,Graduation,married,72940,19-06-2013,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,0,43,Adult
269,4557,1970,Graduation,married,22070,04-10-2013,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,1,43,Adult
270,2379,1953,Graduation,unmarried,69267,22-09-2012,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,0,59,Elder
271,5726,1983,Master,unmarried,31788,20-03-2014,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,1,31,Adult
272,3066,1975,PhD,married,61905,04-02-2014,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,1,39,Adult
273,6336,1960,Graduation,married,29315,06-04-2014,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,2,54,Elder
274,10967,1963,Graduation,divorced,33378,06-02-2013,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,2,50,Elder
275,2304,1963,PhD,married,66313,16-09-2013,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,1,50,Elder
276,3445,1956,Graduation,unmarried,60714,17-01-2013,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,0,57,Elder
277,7828,1981,Master,married,77882,30-04-2014,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,0,33,Adult
278,3762,1986,PhD,unmarried,69867,02-04-2013,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,0,27,Adult
279,4391,1968,Master,divorced,63841,21-04-2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,1,45,Adult
280,4669,1981,Basic,married,24480,11-02-2013,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,1,32,Adult
281,10144,1976,Graduation,married,51369,25-10-2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,1,36,Adult
282,8652,1946,Graduation,married,37760,31-08-2012,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,0,66,Elder
283,1672,1974,PhD,married,65640,01-03-2014,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,1,40,Adult
284,8962,1975,Master,married,44319,17-04-2014,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,2,39,Adult
285,9974,1974,Graduation,married,30631,12-07-2013,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,1,39,Adult
286,10983,1952,Graduation,married,75278,29-01-2013,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,0,61,Elder
287,8148,1956,Master,married,50898,08-01-2013,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,2,57,Elder
288,10102,1966,Graduation,unmarried,79946,12-05-2014,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,0,48,Adult
289,4697,1949,Master,divorced,35416,13-06-2013,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,0,64,Elder
290,9262,1984,2n Cycle,married,32414,04-07-2013,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,0,29,Adult
291,7254,1969,Graduation,married,38361,27-12-2013,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,1,44,Adult
292,4543,1980,Graduation,married,82497,31-10-2012,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,0,32,Adult
293,4927,1971,Graduation,married,16626,15-01-2014,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,2,43,Adult
294,10451,1965,Graduation,married,29672,12-03-2013,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,2,48,Adult
295,2926,1952,Master,married,55951,23-08-2012,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,1,60,Elder
296,2874,1988,2n Cycle,divorced,35388,07-03-2013,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,25,Adult
297,9738,1986,Master,married,42386,13-01-2013,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,1,27,Adult
298,7119,1982,Graduation,unmarried,68627,12-01-2013,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,0,31,Adult
299,3924,1965,PhD,divorced,57912,17-03-2014,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,1,49,Adult
300,5827,1958,Graduation,divorced,35246,16-04-2014,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,2,56,Elder
301,5596,1956,2n Cycle,married,58821,12-10-2013,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,1,57,Elder
302,10812,1978,PhD,married,46377,01-03-2014,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,1,36,Adult
303,1717,1988,Graduation,unmarried,39747,13-04-2014,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,1,26,Adult
304,9491,1984,Graduation,married,23976,27-12-2013,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,1,29,Adult
305,9274,1961,Master,married,80950,28-03-2013,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,0,52,Elder
306,6609,1966,Graduation,unmarried,27038,18-09-2012,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,0,46,Adult
307,6963,1947,Graduation,unmarried,77457,05-03-2014,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,0,67,Elder
308,4440,1964,Master,married,64100,10-09-2013,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,1,49,Adult
309,1379,1992,Master,married,42670,27-04-2013,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,0,21,Adult
310,10032,1976,Graduation,divorced,12571,18-01-2014,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,1,38,Adult
311,2826,1967,Graduation,married,22574,28-10-2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,3,46,Adult
312,2437,1989,Graduation,married,,03-06-2013,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,3,11,0,0,24,Adult
313,6320,1976,Master,unmarried,70893,06-02-2013,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,0,37,Adult
314,3050,1966,Graduation,married,54198,17-12-2013,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,2,47,Adult
315,231,1956,Master,married,28839,11-03-2014,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,2,58,Elder
316,2392,1972,Graduation,married,40321,29-07-2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,2,41,Adult
317,9478,1985,Graduation,unmarried,66503,14-08-2012,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,1,27,Adult
318,113,1951,Graduation,married,30833,16-07-2013,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,2,62,Elder
319,2863,1970,Graduation,unmarried,,23-08-2013,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,3,11,0,3,43,Adult
320,1802,1971,Graduation,married,64795,17-01-2013,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,1,42,Adult
321,520,1974,Graduation,married,34421,01-07-2013,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,39,Adult
322,8275,1965,PhD,divorced,47025,09-02-2014,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,49,Adult
323,9750,1961,PhD,divorced,64325,07-02-2013,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,1,52,Elder
324,2607,1953,Graduation,unmarried,40464,11-01-2013,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,1,60,Elder
325,7214,1957,Graduation,married,62187,05-07-2013,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,0,56,Elder
326,5835,1976,PhD,divorced,14849,02-07-2013,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,1,37,Adult
327,3896,1984,Graduation,married,27255,07-11-2013,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,29,Adult
328,10350,1950,PhD,married,54432,09-05-2013,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,3,63,Elder
329,7786,1986,PhD,unmarried,29999,13-02-2013,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,1,27,Adult
330,2861,1983,Graduation,unmarried,24072,16-04-2013,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,30,Adult
331,663,1989,PhD,unmarried,33996,11-09-2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,0,24,Adult
332,10675,1956,PhD,married,66334,03-04-2013,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,1,57,Elder
333,2521,1971,Master,married,35178,10-01-2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,1,42,Adult
334,9592,1983,Graduation,married,22010,30-06-2013,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,30,Adult
335,10151,1960,Graduation,divorced,62204,12-09-2012,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,2,52,Elder
336,7381,1968,Graduation,divorced,75693,06-12-2012,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,0,44,Adult
337,4099,1972,Graduation,married,30675,12-11-2012,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,40,Adult
338,9560,1965,Graduation,married,83003,03-03-2013,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,0,48,Adult
339,1150,1899,PhD,married,83532,26-09-2013,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,3,11,0,0,114,Elder
340,10172,1988,Graduation,unmarried,68655,10-08-2012,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,0,24,Adult
341,11191,1986,Graduation,divorced,41411,07-12-2013,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,0,27,Adult
342,9707,1969,PhD,married,55212,23-11-2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,1,43,Adult
343,6245,1950,PhD,married,59292,13-06-2013,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,1,63,Elder
344,8234,1973,Basic,married,27190,15-08-2013,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,1,40,Adult
345,1411,1952,Graduation,divorced,82623,10-11-2013,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,0,61,Elder
346,8553,1965,Graduation,married,44300,23-06-2013,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,2,48,Adult
347,1826,1970,Graduation,divorced,84835,16-06-2014,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,0,44,Adult
348,8842,1971,Graduation,unmarried,30372,25-12-2012,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,2,41,Adult
349,11030,1976,Master,married,33181,03-01-2014,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,1,38,Adult
350,2579,1957,Graduation,married,71113,17-12-2013,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0,1,56,Elder
351,175,1986,Graduation,married,71952,10-01-2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,1,27,Adult
352,9185,1966,PhD,unmarried,69759,28-10-2013,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1,0,47,Adult
353,11056,1974,Graduation,married,72099,27-10-2012,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,3,11,0,0,38,Adult
354,9365,1976,PhD,unmarried,60000,22-12-2012,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,3,11,0,1,36,Adult
355,6201,1978,Graduation,unmarried,38643,29-11-2013,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0,2,35,Adult
356,2061,1955,Graduation,married,50737,11-05-2013,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0,1,58,Elder
357,6184,1969,PhD,married,68462,12-12-2012,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0,0,43,Adult
358,6142,1943,Master,married,65073,20-08-2013,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0,0,70,Elder
359,4107,1948,PhD,married,46681,08-10-2013,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,2,65,Elder
360,7274,1957,Graduation,married,78618,28-09-2012,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,3,11,0,0,55,Elder
